timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0121558588473324,8.92111875292124,0,0
40,NaN,0.00979505295667564,NaN,NaN
80,NaN,0.0129378987330678,NaN,NaN
100,0.0170314169598509,NaN,NaN,NaN
150,NaN,0.00950196487707999,NaN,NaN
200,NaN,0.00777256272591138,NaN,NaN
250,0.0306670435805406,0.00926222643127149,NaN,NaN
300,NaN,0.0123233393482333,NaN,NaN
350,0.0832178244719966,NaN,NaN,NaN
400,NaN,0.00762786578857075,10.6664176648155,0.0135595181007082
500,0.118499751861464,NaN,NaN,NaN
650,0.203145468354627,NaN,NaN,NaN
800,0.444269070402107,NaN,7.22594647702375,0.0111500685260085
1000,0.476814947097334,NaN,8.93417360367001,0.0113529578351652
1500,0.719455983102046,NaN,8.73216282802025,0.00863716866296517
2000,0.841007963203887,NaN,7.92624254942148,0.0084503875938367
2500,1.03744676945698,NaN,6.69932246267606,0.00714624989303218
3500,NaN,NaN,6.04895885785483,0.00881780286271447
4000,NaN,NaN,5.91244094503692,0.00486359702282229
5000,NaN,NaN,5.40734264595825,0.00443145758309227
6000,NaN,NaN,4.30770252906646,0.00379251102896265
7000,NaN,NaN,4.24423181693181,0.00272894249644692
8500,NaN,NaN,2.28045483358368,NaN
