timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0131712683960279,9.73006418115505,0,0
100,0.021904062760217,NaN,NaN,NaN
250,0.03640098053887,NaN,NaN,NaN
350,NaN,9.74379378917715,0.420880218722167,NaN
400,0.0782829144424153,NaN,NaN,0.0009592926481798
500,0.102644752874173,NaN,NaN,NaN
650,0.148359111907829,9.08704986597857,NaN,NaN
750,NaN,NaN,2.29728535853092,NaN
850,0.259816065435556,NaN,NaN,0.0401791590307585
1000,0.28811184511042,7.15917779214395,3.26976429146495,NaN
1500,0.482710529135678,2.14798606268935,8.78557029648175,0.494644906796228
2000,0.505728537377501,0.808859765356533,11.4840052432097,1.18330658681146
2500,0.540086536070795,0.288738288997222,7.02976050767462,1.08620147881379
3000,NaN,0.0882277084251691,8.19429671781572,0.899876158544068
3500,NaN,0.0315193085240711,NaN,1.2928520905544
4000,NaN,0.0144072495296053,3.86967232541185,NaN
4500,NaN,NaN,5.84934974858093,0.617222711920865
5000,NaN,0.00820689549797171,NaN,NaN
5500,NaN,NaN,4.25948038924548,0.877538606504752
6000,NaN,0.0115015387443948,NaN,NaN
6500,NaN,NaN,5.00544467234586,0.410946345370824
7000,NaN,0.00909596498618092,NaN,NaN
8000,NaN,NaN,3.08744055383817,0.240648614077593
8500,NaN,0.00938467648148603,NaN,NaN
