timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0153502087117345,9.61398068757443,0,0
35,NaN,0.0097865684812324,NaN,NaN
65,NaN,0.0109624043075869,NaN,NaN
100,NaN,0.00987051131382837,NaN,NaN
150,NaN,0.00901657778305871,NaN,NaN
200,0.0181043814451101,0.0116815682226638,NaN,NaN
250,NaN,0.0103159592055103,NaN,NaN
300,NaN,0.0107547398998697,7.75887759239726,NaN
350,NaN,NaN,NaN,0.0118402331821212
400,0.0346483181039799,0.0106919710903203,NaN,NaN
600,0.0891151015654963,NaN,NaN,NaN
650,NaN,NaN,8.67591170856963,NaN
700,NaN,NaN,NaN,0.0128222413509452
850,0.0972799795091116,NaN,NaN,NaN
1000,0.203386604241882,NaN,8.88093386570254,0.010957035428427
1500,0.420693653422042,NaN,6.77107035427323,0.00829975177425128
2000,0.512959381995609,NaN,9.9626355999014,0.00663198972648581
2500,0.525932787078892,NaN,7.92710488591744,0.00794369081489653
3000,0.490827380358134,NaN,6.96895171593518,0.00819754576500782
3500,0.610416382293284,NaN,NaN,0.00804763686001317
4000,NaN,NaN,6.91479519530322,NaN
4500,NaN,NaN,4.9921033714814,0.00397871872901411
5500,NaN,NaN,6.03421409652343,0.00335134299736587
6000,NaN,NaN,4.64775574977717,NaN
6500,NaN,NaN,NaN,0.00253331476699419
7500,NaN,NaN,3.21641597359533,NaN
