timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0148082161509462,9.76503553269065,0,0
300,NaN,11.4123264468274,NaN,0.000873046796365542
350,NaN,NaN,0.0664945075634651,NaN
400,0.0296182097160189,NaN,NaN,NaN
600,NaN,8.36284818028143,NaN,0.012563963388176
700,NaN,NaN,0.254782713497981,NaN
800,0.0662964933759206,NaN,NaN,NaN
900,NaN,NaN,NaN,0.0656287275103671
950,NaN,10.0679182996115,NaN,NaN
1000,0.157359764371713,NaN,0.434411888712131,0.077887129322993
1500,0.290926311445509,7.88575304159589,0.852389979018719,0.302411033683882
2000,0.691102852278367,6.29370746085285,1.24663725313937,1.30896397677547
2500,1.40662871921229,3.24451103212859,1.09735360939095,1.40932082593293
3000,NaN,1.48312691626241,0.823634953154496,1.10936993937684
3500,1.44982773106314,0.791665868180976,NaN,0.771503808011442
4000,1.36933520781825,NaN,0.664543102996092,NaN
4500,NaN,0.119738982889607,NaN,0.178026977930358
5000,1.7646690463627,0.063492829807727,0.250694962411538,0.113477801762268
6000,1.27931626433028,0.0216542566743835,0.123206613442112,NaN
7000,0.962031736921583,NaN,NaN,NaN
8500,1.62600609498294,NaN,NaN,NaN
