t,epo_level,npSTAT5_Obs,CISnRNA5_Obs,CIS_Obs,Compound_1_Obs
17,2.5e-09,29.0971999990389,272.133575550047,0.100765720342715,987.91109971465
17,2.5e-09,6.89662404240963,22.9141508473946,0.0115785937101026,110.229326889374
17,2.5e-09,8.28810666274362,48.4890633825734,0.0155722600014182,234.532416745347
17,7.905e-09,33.3886526963663,312.098168977168,0.123196968340128,1107.89575782867
17,1.25e-08,36.5682605689184,491.089649060201,0.226597315635432,1490.95902943245
17,1.75e-08,33.267268582377,357.78287812345,0.147312090194953,1313.76088068751
17,2.5e-08,12.2642135835061,64.4843456911637,0.0283974271497842,346.154166630475
17,2.5e-08,11.7069921334068,58.9976929589648,0.0138309486605951,250.50138044181
17,2.5e-08,8.81589662249496,44.5324784907538,0.0270118621330642,329.280184870738
17,3.95e-08,0.210797536915241,6.1093219697969,0.00209418050073141,45.6381968198316
17,7.9e-08,-0.125349856479213,19.6379280077993,-0.00116327384004086,64.6332701842388
17,1.25e-07,1.66792977856004,5.93960019035985,0.0033058213769404,29.2964601874918
17,1.7675e-07,15.8605163168657,87.0942899855158,0.0324274601218745,459.844579577746
17,2.5e-07,34.6735700411747,431.797998516789,0.18534129601091,1442.97345519963
17,7.905e-07,35.8121310492599,452.512430522562,0.195474224725004,1401.13305461305
17,7.905e-07,35.6304933429804,438.563866836924,0.188929915846075,1458.0099976756
17,7.905e-07,3.2755348633657,15.9996225083737,0.00159668944218981,79.7716602335412
17,2.5e-06,24.8187390018199,195.81160976467,0.0731487309753061,814.545686352136
