observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.500355851261823	0			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.394045752631195	8			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	8.5			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	9			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	9.5			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	10			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.374047132360381	15			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	20			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.309621579809187	25			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	30			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.266601205529566	35			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	40			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.187885931788314	45			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	50			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	55			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.0998607009044385	60			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	65			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	70			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	0.108548157755009	75			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	80			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	85			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	90			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	95			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	100			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	150			normal
JAK1_gp130_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	200			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	25.3739555211338	0			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	18.8231335056833	8			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	8.5			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	9			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	9.5			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	10			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	12.6282152809784	15			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	20			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	15.8075478243331	25			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	30			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	18.1723516428121	35			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	40			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	20.6697634334139	45			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	50			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	21.9880578592757	55			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	60			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	65			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	21.1014713664565	70			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	75			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	80			normal
STAT3_Obs_11	D002_Sobotta_RS08_TC002	D001_Sobotta_RS08_TC001	NaN	85			normal
