observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
IR2_Obs_1	IR2_Obs	offset1_IR2_Obs + IR2*scale1_IR2_Obs	log10	sd1_IR2_Obs	normal
IR2_Obs_2	IR2_Obs	offset2_IR2_Obs + IR2*scale2_IR2_Obs	log10	sd2_IR2_Obs	normal
IR2_Obs_3	IR2_Obs	offset3_IR2_Obs + IR2*scale3_IR2_Obs	log10	sd3_IR2_Obs	normal
Rec1_Obs_1	Rec1_Obs	Rec1	log10	sd1_Rec1_Obs	normal
Rec1_Obs_2	Rec1_Obs	Rec1	log10	sd2_Rec1_Obs	normal
Rec1_Obs_3	Rec1_Obs	Rec1	log10	sd3_Rec1_Obs	normal
Rec1_Obs_4	Rec1_Obs	Rec1	log10	sd4_Rec1_Obs	normal
Uptake1_Obs_1	Uptake1_Obs	offset1_Uptake1_Obs + Uptake1*scale1_Uptake1_Obs	log10	sd1_Uptake1_Obs	normal
Uptake1_Obs_2	Uptake1_Obs	offset2_Uptake1_Obs + Uptake1*scale2_Uptake1_Obs	log10	sd2_Uptake1_Obs	normal
Uptake1_Obs_3	Uptake1_Obs	offset3_Uptake1_Obs + Uptake1*scale3_Uptake1_Obs	log10	sd3_Uptake1_Obs	normal
Uptake1_Obs_4	Uptake1_Obs	offset4_Uptake1_Obs + Uptake1*scale4_Uptake1_Obs	log10	sd4_Uptake1_Obs	normal
