t,input_il6,nSOCS3RNA2_Obs
45,0,9.04364985950067e-05
45,0,0.000126558551641658
45,0.5,0.000157407510693012
45,0.5,0.000235689704551828
45,1,0.000271377094071651
45,1,0.000308587377337571
45,2.5,0.0146154030111478
45,2.5,0.014499558877648
45,5,0.0357033960079032
45,5,0.0304344233393371
45,10,0.000917302177988866
45,10,0.000963223886539024
45,25,0.0280319291654474
45,25,0.0307991675298104
45,50,0.00468856200307328
45,50,0.0036783239039095
45,100,0.0406861900064454
45,100,0.0363118137233043
45,500,0.0355580024261481
45,500,0.0306480254048876
