t,input_il6,nSOCS3RNA2_Obs
32,0,0.00451942860664258
32,0,0.00420089267911482
32,0,0.00399789011325645
32,0,0.00439946079774833
32,0,0.00379168372275082
32,0,0.00449260315834003
32,0.0005,0.00553259320030916
32,0.0005,0.00435127810116275
32,0.0005,0.00489618509368982
32,0.0005,0.0052809209797141
32,0.0005,0.00439616940021996
32,0.0005,0.00443693802044975
32,0.005,0.00399900335055901
32,0.005,0.0043929059407938
32,0.005,0.00526038609816567
32,0.005,0.0050647323018151
32,0.005,0.00466974624797281
32,0.005,0.00526240943219986
32,0.005,0.00422485159877157
32,0.005,0.00462204074861019
32,0.05,0.0055180289439358
32,0.05,0.00443097876742843
32,0.05,0.00505279414802362
32,0.05,0.00640501967734751
32,0.05,0.00413244758394318
32,0.05,0.00559940388219276
32,0.05,0.00667736829462521
32,0.05,0.00632070662789186
32,0.1,0.00625113476683425
32,0.1,0.00581595832928603
32,0.1,0.00634501726159061
32,0.1,0.00639746769738183
32,0.5,0.0163089903168943
32,0.5,0.0131415077486094
32,0.5,0.0194849047974682
32,0.5,0.0103575486238843
32,1,0.0232755922918436
32,1,0.0273685192527894
32,1,0.0269742192090359
32,1,0.0301084019282297
32,1,0.0363668347314668
32,1,0.0302827673444215
32,2.5,0.0333033176326714
32,2.5,0.0303858881043877
32,2.5,0.0203801549521482
32,2.5,0.0310388664581345
32,2.5,0.0275249434851747
32,2.5,0.0364952711546106
32,5,0.00300739503662628
32,5,0.00258900249067797
32,10,0.0670944503929481
32,10,0.0601015921022902
32,10,0.062091367315236
32,10,0.0458433243206067
32,10,0.0588475229506014
32,10,0.0457792431370238
32,25,0.00201553739177832
32,25,0.00192807019831014
32,25,0.00755882128043184
32,25,0.00573752836604055
32,25,0.00609638609846421
32,25,0.00836342722873707
32,50,0.00811796307737439
32,50,0.00594954297495261
32,50,0.05308507526566
32,50,0.0657853131254279
32,50,0.00393635608000934
32,50,0.00432919287916752
32,100,0.00486851199725561
32,100,0.00494053910405387
32,200,0.00395105737140055
32,200,0.00465811810070307
32,500,0.00165857619652956
32,500,0.00169706126758513
32,500,0.00164414906827449
32,500,0.00150623870268275
32,500,0.0017440797172392
32,500,0.00113979740025865
