t,input_il6,nSOCS3RNA2_Obs
1000,0.1,0.00510968538065096
1000,0.1,0.00553924167780861
1000,0.5,0.00742032240268177
1000,0.5,0.0103957842876951
1000,1,0.015867668819631
1000,1,0.0179865963180362
1000,2.5,0.0595739452786093
1000,2.5,0.0531972646077058
1000,5,0.13062022871576
1000,5,0.114447767727885
1000,10,0.0310193729933736
1000,10,0.0271490168686206
1000,25,0.0983299384504139
1000,25,0.0882440415004039
1000,50,0.0420543909934359
1000,50,0.0401594370808188
1000,100,0.123294856150454
1000,100,0.0901624714807866
1000,500,0.137566160496271
1000,500,0.129861874491169
