t,pJAK1_gp130_Obs,STAT3_Obs,nSOCS3RNA3_Obs
0,0.00109452812952362,16.0596607355466,0.00566343558257863
15,0.02063274933792,15.824121557685,4.08457558210822
25,3.40111383040798e-05,NaN,0.260727151058972
35,NaN,17.4949810568207,NaN
40,5.98411408493981e-05,NaN,0.00108666806452939
55,0.000156288949312568,21.7640435609221,0.000691572643610854
75,0.000311510414648038,16.7900385702389,0.00104992210251338
95,0.000331850540617545,17.5449995690809,0.00104192270706392
100,0.000419450393387037,15.6252872849839,0.0010512583137187
150,0.000678296724067462,16.5538981710733,0.00193892339685895
200,NaN,17.8140184591958,0.0024689286213876
250,NaN,17.0870219466068,NaN
300,NaN,15.0017591060935,NaN
