t,input_il6,nSOCS3RNA2_Obs
960,0.1,0.000187510260565969
960,0.1,0.000215113400338593
960,0.5,0.00046408876765327
960,0.5,0.000535604776154322
960,1,0.00102189418052158
960,1,0.00127929059677547
960,2.5,0.00370208426251051
960,2.5,0.00431105879638147
960,5,0.0104414701195188
960,5,0.0142150092207609
960,10,0.016566249498759
960,10,0.0194299800094601
960,25,0.0442377449142109
960,25,0.0453386761914148
960,50,0.0520037611510855
960,50,0.0661239761410627
960,100,0.0758806828407979
960,100,0.0903283677836256
960,500,0.0859187634807408
960,500,0.0995616842973047
