t,input_il6,nSOCS3RNA2_Obs
68,0.1,9.48106666607771e-05
68,0.1,0.000118914905214328
68,0.5,0.000105983773180141
68,0.5,0.000137803174353401
68,1,0.000161196043997801
68,1,0.000167169939841288
68,2.5,0.000407132348005755
68,2.5,0.000487547373447173
68,5,0.00165688734328237
68,5,0.00211037864426757
68,10,0.0090786399857871
68,10,0.0098929859781315
68,25,0.0309390570037342
68,25,0.0315441083480127
68,50,0.0508627050017563
68,50,0.0538347038331788
68,100,0.0567783050856329
68,100,0.0582002839518958
68,500,0.0893219146994792
68,500,0.101088422226275
