t,input_il6,nSOCS3RNA2_Obs
280,0.1,0.00669984494171224
280,0.1,0.00388221976996597
280,0.5,0.00849790651593323
280,0.5,0.01073970911337
280,1,0.0170130838432924
280,1,0.016823529422726
280,2.5,0.0678536551607495
280,2.5,0.0539987205829039
280,5,0.126742096435294
280,5,0.130897841761533
280,10,0.0320999835659967
280,10,0.0317066852592026
280,25,0.0907302518222176
280,25,0.0938299230703224
280,50,0.0357126203844201
280,50,0.0479871343002018
280,100,0.134731272568086
280,100,0.13756599669403
280,500,0.130741050275272
280,500,0.101709687347797
