t,input_il6,SOCS3RNA_Obs
0,2.5,0.000118841159941976
0,2.5,0.000163121753557208
0,2.5,0.00015195507208352
0,2.5,0.000170634603557828
0,2.5,0.000224865556945359
0,10,0.000159726676244524
0,10,0.0001718319948618
0,10,0.000133754167035377
0,10,0.000125122236797239
0,10,0.000170709550019885
0,60,0.000162054427079036
0,60,0.000223461886471085
0,60,0.000108448682731462
0,60,0.00018351575910533
0,60,0.00015371500352175
0,120,0.000165653308070565
0,120,0.000217125416000711
0,120,0.0001356431215328
0,120,0.000129080490068929
0,120,0.000184962380917012
