t,input_il6,Compound_2_Obs
49,0.1,-0.00918165936855826
49,0.1,0.02111379298638
49,0.5,-0.0128572260907448
49,0.5,0.0218016756634634
49,1,-0.00615059263277981
49,1,0.0162998091359287
49,2.5,0.000570857224785832
49,2.5,0.0120992232223455
49,5,0.0032596767268056
49,5,0.0381863454223105
49,10,0.0189221773989577
49,10,0.029675933215876
49,25,0.0821519867360113
49,25,0.0956558921288728
49,50,0.169975639879532
49,50,0.193172079671384
49,100,0.307094036460516
49,100,0.356617640546133
49,500,0.743716538387664
49,500,0.757859390905661
