t,input_il6,Compound_2_Obs
1200,0.1,-0.00111479819858412
1200,0.1,0.0185442292275358
1200,0.5,0.00154732127593232
1200,0.5,0.0072114909889682
1200,1,0.00107110866124255
1200,1,-0.0181751154489614
1200,2.5,0.0661520598064303
1200,2.5,0.0754228904118294
1200,5,0.415020166120674
1200,5,0.417537531031051
1200,10,-0.00192660364656884
1200,10,0.0167335709799408
1200,25,0.155516958875289
1200,25,0.171839189179235
1200,50,0.0415891771774677
1200,50,0.0198532286037722
1200,100,0.313199390725993
1200,100,0.301793132616364
1200,500,0.588047027882182
1200,500,0.61083039105262
