observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2358703.20114587	0			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2140720.84027349	0.2			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2202386.87616377	0.4			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2168376.32447714	0.6			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2172017.81731149	0.85			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	2116162.04044691	1			normal
PI4K3B_Obs_1	D1_Weber_RS25_TC001	D1_Weber_RS25_TC001	1865519.50955481	1.5			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	33.7149151037291	0			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	493.156981068633	1.5			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	394.179196524213	3			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	299.23716193326	5			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	6			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	624.279731385579	6.5			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	452.222805499249	9			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	9.5			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	427.396959821521	10			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	748.778005950771	15			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	805.186778019021	20			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	5661.67818657566	25			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	30			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	35			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	45			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	50			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	60			normal
PKDDAGa_Obs_1	D1_Weber_RS25_TC001	D2_Weber_RS25_TC002	NaN	70			normal
