timepoint,Glu_Obs,Compound_1_Obs
0,3.27654361117703,8.06626675776837
350,1.16669908764276,NaN
400,NaN,2.59683194423749
700,6.30934660218842,NaN
750,NaN,108.680087342847
1000,11.9036498905684,7.14017146860446
1500,10.6060647819289,33.6116171348918
2000,23.5553540137343,1.96874588790934
2500,4.29645777718443,14.846670888691
3000,11.0296000188147,NaN
3500,6.6569238094909,38.3655123887229
4000,29.9000783314763,8.33692048034698
5000,5.42103725212671,2.31118419126038
6000,0.626657958929529,8.25269035148326
7500,0.22537699786971,5.94987491073983
