t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
92,0,13.8107349951539,0.00233293957430057,26.7429244932272,0.00153888692298399
92,0.0005,14.0150171064151,0.00271303873740253,25.8731225308462,0.00123074218140708
92,0.005,15.0893260958341,0.00291001840510755,26.9278526668021,0.00112457919077399
92,0.05,13.4242850186467,0.00307345941513519,30.1318438517861,0.00120933676151814
92,0.5,14.2354123713925,0.00324934748265111,26.3555352951856,0.00168154474063318
92,5,16.4906716826851,0.0198882753590227,28.2206999355171,0.0158190530643413
92,50,12.7768493992072,0.157117684514001,37.6728069514605,0.229857789846652
92,100,11.7550905394531,0.172895842766655,37.2033302900909,0.320169683437544
92,200,13.7225434773175,0.338147401725321,31.8754253715429,0.637968936203272
92,500,12.663126543047,0.641166141795626,27.5390522874951,0.750636026354894
