t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
870,0.1,14.4893860799404,0.0113155796939186,32.320524026994,0.0151149219363073
870,0.1,14.2994390205058,0.0124733551607473,35.1521311605447,0.0156673224997295
870,0.5,11.7467482553255,0.0177377254623012,34.2408004492771,0.0247611937114197
870,0.5,12.1176780572997,0.0191057948207758,26.2215788932401,0.0230730120870406
870,1,14.2567073906074,0.0292698529529726,32.3338898468579,0.0413539349938502
870,1,13.5140327134748,0.0293456861474432,33.4477693145848,0.040023727122048
870,2.5,12.7560886886224,0.139816894258492,31.9997091865974,0.23849881154574
870,2.5,12.6201042693504,0.13123446827997,33.2761221195071,0.224614097394519
870,5,13.1246077603324,0.772519926135153,41.0125016273609,1.30401642843609
870,5,13.2687400066073,0.901943517237046,35.6193330285498,1.21076909687102
870,10,11.5602535550989,0.0494104492047349,31.174516571921,0.0810433440922753
870,10,11.4046827673715,0.0522549174580376,34.2942946660904,0.088263118030782
870,25,12.7935282706604,0.285426369232286,34.4630743605136,0.288459899690325
870,25,13.0752218519339,0.278960370062878,31.5040894365615,0.359274699822889
870,50,14.3525865197816,0.0856818523647529,37.9941047836111,0.111259391165453
870,50,14.837266069,0.0937573305764453,39.1184570913905,0.120434945680483
870,100,11.8830611318026,0.371981604588988,38.3856747886219,0.565650541695718
870,100,14.7707955330272,0.323607535174556,35.7128101615919,0.48293148837039
870,500,12.5465111445761,0.0894003766717908,33.0473000886772,0.112050096837456
870,500,11.3826892284852,0.0833835047684405,35.1477114370887,0.139805938798022
