t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
70,0.1,16.1429635186165,0.000296917894737527,33.1821887873543,0.00013002869549363
70,0.1,12.9657184234093,0.000317355161597727,25.3309513743081,0.000132042173200889
70,0.5,14.7005622593634,0.000337198786064302,31.1840923209339,0.000169080468500803
70,0.5,14.2854599312503,0.000336747025014052,34.2134911661572,0.000152180714597791
70,1,13.9787568279398,0.00049949797982636,26.6502048578681,0.000204138768673726
70,1,15.1469158723188,0.000484055294941096,21.8384991205983,0.000170870520807684
70,2.5,17.0071065877221,0.00702872133254435,27.9980395662633,0.0090899772876044
70,2.5,14.2953844709767,0.00682933672788283,29.2289257221555,0.00963904516428526
70,5,13.0186398910096,0.113127253455543,31.5621799279231,0.166425414981608
70,5,11.3119453623662,0.107247756469224,34.4894355066868,0.127592403876965
70,10,14.2861790939953,0.000893460498541265,32.1885961349935,0.000548842599929033
70,10,13.455863914671,0.000763354793959978,26.261807294296,0.000365669299312968
70,25,11.7811656130775,0.0494407477165226,27.9026743462675,0.0793887435455784
70,25,15.4583681992285,0.0427751165413,30.6509787784338,0.0684065207412977
70,50,14.90494557737,0.00194104853955105,26.7087625041989,0.00201737220141694
70,50,13.5442764532086,0.0016493480997013,26.0718059269077,0.00159921558666957
70,100,13.2823827626542,0.0715417613367288,27.922508904992,0.148814498087178
70,100,14.8197915622579,0.0886976212157981,31.4665355764058,0.129118743224886
70,500,18.2237088224234,0.0263952667173299,32.0146852275189,0.0384656558585568
70,500,15.9745329312826,0.0267343161847919,33.4586929787644,0.0362413244060396
