t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
110,0,12.9839091391935,0.00168215618271446,27.2131508668381,0.000163685807154654
110,0,16.1180386150885,0.00153485089712349,29.523854146694,0.000174513017901609
110,0.5,17.2411347298421,0.00213390055285904,27.7253282949656,0.000255795127702092
110,0.5,12.4689379498194,0.00227792884609903,27.5532292886904,0.000306369900901932
110,1,14.9694221822498,0.0033123488406432,30.640351544371,0.000509693455900154
110,1,11.5919383262751,0.00320601456919463,26.3209572942158,0.000458055233941059
110,2.5,14.1914552218214,0.0288385806026897,32.7541553646768,0.030822982985785
110,2.5,11.6283635204981,0.0270405573373134,31.051401646485,0.0282916270323929
110,5,13.1184990462867,0.207703541404252,35.6544934937382,0.266576260015686
110,5,13.581476546052,0.170200635440387,33.4821619511993,0.201697475987836
110,10,15.9190829822036,0.00494074896839385,24.3696849100071,0.00186572577262498
110,10,14.4316415349412,0.00463736868447279,29.9939050417855,0.00178293353971209
110,25,12.8457809680683,0.0708599922666203,32.3678811546412,0.104749415158835
110,25,13.0446692292441,0.0801891697215801,31.8611290026701,0.0814214349710743
110,50,12.6018161403529,0.0120608882807867,27.4259129320334,0.00781721543218468
110,50,12.9251573056621,0.0112202195075036,36.1099762309164,0.00805401808711602
110,100,11.1713845125742,0.128693698642525,30.0240702888654,0.186056206161331
110,100,14.0725674476709,0.14121235281659,35.2963103023551,0.16270526342086
110,500,13.3315355382595,0.28441559877653,30.0431738348823,0.249751736092969
110,500,12.2887363012805,0.257589801122508,38.0573720320854,0.244300226928439
