t,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
0,13.2670907524645,0.0105628343816126,33.0722630736326,0.0135400255052429
7.5,12.0756964672847,NaN,NaN,NaN
8,NaN,0.00862553939077503,NaN,NaN
8.5,NaN,NaN,33.8152083680062,0.0122033342030701
15,17.2075778652132,0.00887278728253419,26.0266345237987,NaN
20,NaN,NaN,NaN,0.0114983917221604
25,14.7958513867157,0.00960035171284716,30.7144589542619,0.0147299251736055
35,14.6456969900493,0.0102554395505211,29.3729871123337,NaN
40,NaN,NaN,NaN,0.0104452647246002
45,13.6761997716897,0.00863195122563252,NaN,NaN
50,NaN,NaN,31.8924284166724,0.0130760438695474
55,13.2094536337811,NaN,NaN,NaN
60,NaN,0.00941159238426019,30.3539019755572,NaN
65,NaN,NaN,NaN,0.0105796278755706
70,15.1016364687122,NaN,NaN,NaN
75,NaN,0.00998886695794486,32.2996774471836,NaN
80,NaN,NaN,NaN,0.0117176922068305
85,11.6745489200127,NaN,NaN,NaN
95,NaN,0.0115174636736901,26.4223476456557,NaN
100,13.3583901820574,0.00811905437053257,28.405809520094,0.0140684643295055
