t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
300,0.1,12.5138120872037,0.000334854586617132,34.0534312201715,0.000995943676594544
300,0.1,14.1708556858975,0.000368812061907706,22.9876621742263,0.00129311501167227
300,0.5,13.664204321385,0.000450456634898012,33.1396805883278,0.00115134721473577
300,0.5,17.2763268466919,0.00036172004989823,26.6277742964276,0.000988069055987876
300,1,13.5557713458987,0.000633649292547621,26.9901380606646,0.0011190624769462
300,1,15.7513657572744,0.000598838191520208,26.0058650352482,0.00117894558999517
300,2.5,13.7554465117557,0.00103928918029105,25.172283385144,0.00191473155775349
300,2.5,14.9533589977808,0.00111990681346826,27.4701359134742,0.00169366717029073
300,5,11.7337679370215,0.00332420072522536,33.1279058042112,0.00423639569669489
300,5,16.0117248809381,0.0029743074787137,26.53443219792,0.00409520764504158
300,10,13.8556690925527,0.0105314444135192,33.6717161651765,0.0139179281387136
300,10,14.1524112313307,0.0115518320773561,28.3835938420783,0.0166745687406323
300,25,13.8232731209598,0.0471610567537544,23.8316230262293,0.0706310840480916
300,25,14.1915734378941,0.0463308711700784,24.8465112658506,0.0555099822845901
300,50,11.8329703907552,0.0878700479737148,29.1196025786631,0.143624770990477
300,50,14.997058553639,0.0994386880505796,39.564878348135,0.13335679753904
300,100,13.8864482473397,0.189731856665841,31.9917973949712,0.215599089546634
300,100,13.9626904314474,0.158125483132453,35.4780947806121,0.221439689494232
300,500,11.4871861198138,0.435146889996573,35.198929683914,0.586271885304755
300,500,11.8869247368395,0.38128100588572,30.267448291733,0.557149008532782
