t,Compound_2_Obs,Compound_4_Obs,Compound_10_Obs
0,32.5264319174959,27.2791448362557,28.4219982169166
8.5,NaN,NaN,37.4985362144796
9,NaN,39.8303890153912,NaN
9.5,44.2857707848865,NaN,NaN
15,NaN,NaN,45.8089052220455
20,44.980396724456,31.543398175946,NaN
25,NaN,NaN,37.2664565156833
30,25.6257466540673,32.6090261025858,NaN
35,NaN,NaN,29.3772978287643
40,23.9665561823221,28.4891477781329,NaN
50,NaN,30.4691084069604,25.9225709609544
55,32.9178855913703,NaN,NaN
60,NaN,NaN,25.8341876321641
65,NaN,29.3551576720754,NaN
70,24.6604688650222,NaN,NaN
75,NaN,NaN,30.4578027716746
80,NaN,26.0783987431768,NaN
90,30.9379100622153,NaN,NaN
95,NaN,NaN,24.7838578110122
100,28.4748970742228,31.0304305555828,28.6817124397062
150,26.7201940717697,27.2164560629047,NaN
