t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
850,0.1,13.0465236305985,0.000500245694405733,22.7529141557163,0.00103936140826648
850,0.1,15.056881010951,0.000549512375991662,28.1338419730333,0.00117739104408716
850,0.5,12.6979875823669,0.00102372916039832,32.6772798004862,0.00125737659022067
850,0.5,13.4690464083237,0.000631178997786604,28.8597826086465,0.00106846157877663
850,1,13.4289880623033,0.000779279636064223,35.0030603034521,0.00161228034029384
850,1,16.7215980311618,0.00098919604842441,26.9148125161758,0.00173389721095306
850,2.5,14.8473874186707,0.0027692280378961,27.9257148064373,0.00362715122083833
850,2.5,16.8120210720186,0.00251121341852241,25.3187193112636,0.00404518286367778
850,5,12.7709524989418,0.00719864581916473,33.9460115745637,0.0116573040507203
850,5,15.2183449812232,0.00997175671641731,26.1849458077143,0.0120433398842806
850,10,13.4075961767049,0.0244307438902219,30.4242534242585,0.03588878325271
850,10,14.8757777317793,0.02645272442934,25.6595783366249,0.0469612266207551
850,25,12.724794982818,0.0861448818924457,28.8602160453228,0.129334677416104
850,25,14.1831756052567,0.0773822452241335,37.2604793820718,0.0968795320293289
850,50,14.0891381234199,0.153262587948929,36.2156893937611,0.192229076138542
850,50,15.3569871013954,0.120322915696837,41.3794631599608,0.201043338234393
850,100,12.2390865546347,0.196239428100553,29.6731979586993,0.312855093796175
850,100,12.6915325736433,0.201549025757969,34.9269938599184,0.327844537484894
850,500,13.7012823343817,0.50107660269587,28.77202705045,0.716369645153247
850,500,16.5636663807433,0.385410412449713,30.4602483686626,0.618338739781701
