t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_7_Obs,Compound_10_Obs,Compound_13_Obs
0,0.258069523810202,34.9369765160521,29.7146248586548,0.011970805897433,28.1107317467215,0.00951342075586237
9,NaN,34.0602514325841,34.5736262615843,NaN,NaN,NaN
10,0.212936759147198,NaN,NaN,NaN,31.1292694372101,0.0328414616595961
15,NaN,NaN,NaN,0.0655887155981053,NaN,NaN
20,NaN,31.491844177311,33.8006993849005,NaN,32.324801968505,NaN
25,0.251834575755571,32.1929415759972,NaN,NaN,NaN,0.291064801865314
30,NaN,NaN,31.3876865563957,0.260516885850732,34.1744206302485,NaN
40,0.226636425273384,24.7863994241615,36.3907174464313,NaN,NaN,0.177877064594325
45,NaN,NaN,NaN,0.179814765943401,30.4472892073282,NaN
50,0.181610478382678,34.6706808228782,34.2819242870631,NaN,NaN,0.127246592037904
55,NaN,NaN,NaN,NaN,34.4900132351167,NaN
60,NaN,31.803168712134,NaN,NaN,NaN,NaN
65,NaN,NaN,30.997181534539,0.0826221117201173,NaN,NaN
70,0.146566477726707,NaN,NaN,NaN,30.2526640748771,0.147410956401131
75,NaN,29.9573831802017,NaN,NaN,NaN,NaN
80,NaN,NaN,36.7285000188229,NaN,NaN,NaN
85,NaN,NaN,NaN,0.0982040388939718,NaN,NaN
90,0.19248371498423,NaN,NaN,NaN,34.0062643003741,0.115927270537515
95,NaN,41.8511033523285,NaN,NaN,NaN,NaN
100,0.152921754532502,29.241441101145,32.316840379395,0.087449478293453,32.0108624921503,0.0911758596202758
150,NaN,36.953232657495,29.5166053438474,0.098247553795747,33.3643257811162,0.0854154673462162
200,NaN,NaN,NaN,0.0827245400420899,28.5125989598239,NaN
250,NaN,NaN,NaN,0.0963275878622968,NaN,NaN
