t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
74,0,13.1008307483085,0.0111410682089887,23.5125555281454,0.0138292127732923
74,0,13.1384304653565,0.0110920581322012,30.3979781982836,0.0145527475930478
74,0,12.68115264286,0.0107147602585071,30.187548358078,0.0143963740174737
74,0,13.7674069543269,0.0105192148766231,32.8429404078719,0.0136655384396327
74,0,13.8836804791832,0.0106031742858856,30.1559902359802,0.0158343367018001
74,0,11.7681561815014,0.0119269297842312,23.6414461574567,0.0124778593181397
74,0,14.8586701725632,0.0105788738283342,33.2096478265496,0.0122026359589581
74,0,14.1154331564427,0.00974702796654925,29.6244655954126,0.014561273715932
74,0.0005,16.530170458176,0.0116800174327289,26.7012838558822,0.0164997550107143
74,0.0005,13.7822896494407,0.0129683281606161,29.3605216850568,0.0143909878547619
74,0.005,14.9424245509149,0.0108977156416663,29.6530286396845,0.0149748897745868
74,0.005,16.1615704251067,0.00976072197135586,30.4689389312623,0.0159066694459192
74,0.005,15.4034515785791,0.0125416168797338,37.8660855402306,0.0146008074040906
74,0.005,11.7952233743624,0.0127678600212137,28.8874483521295,0.0143850761527812
74,0.005,13.6747498630447,0.0121972693835631,31.3966314343524,0.0110073471497061
74,0.005,13.0039293185646,0.0113280474680557,36.9968833816274,0.0138955799501744
74,0.05,12.5723294156605,0.0118191781942333,30.7776914676792,0.0172289706730521
74,0.05,18.0025088491458,0.0122027875648666,25.4230409073523,0.0139339213307234
74,0.05,14.4531389326501,0.00944485841757798,31.9844536903411,0.0134934023942935
74,0.05,13.0581058066292,0.0121206870167045,26.4821574813126,0.018335247486694
74,0.05,16.0251413070094,0.0115992383759403,30.9398176716735,0.0151918183192638
74,0.05,14.6198478286064,0.0107026877929909,30.5952889577898,0.0164780375989087
74,0.1,11.1805467168676,0.0139345194418687,36.6348179989483,0.0143378923855154
74,0.1,13.5962703372885,0.0122350180851121,30.57108708159,0.0165359029588596
74,0.1,11.9873236947367,0.0140175448425888,27.2898084003575,0.0155087857383614
74,0.1,12.3342875027721,0.0108075375807401,30.0025525574057,0.0152121113892893
74,0.1,14.1540195242613,0.0142945895413839,29.6316154551816,0.0182978050324866
74,0.1,12.7433211354547,0.0129327996067677,28.2783927009394,0.0165102731155833
74,0.1,11.1979594085045,0.0134564919230305,28.7508204333309,0.0186864370146864
74,0.1,15.8117800877806,0.011604319123937,29.7923316738567,0.0156288799132918
74,0.5,13.6635689301329,0.0241390806391363,26.1893548498424,0.0261125448308717
74,0.5,15.2086324376454,0.0203702825629431,29.2123777667722,0.0279828415303493
74,0.5,14.4393711640522,0.0228322569509977,35.2735250247729,0.0279192725035352
74,0.5,12.4305524879046,0.0199155328901067,35.988099721702,0.035979247304093
74,0.5,16.7092300647863,0.0266107525993583,26.2380882292176,0.030442166559496
74,0.5,14.4365787450328,0.0242131843759172,31.7188325291902,0.0331266503511479
74,0.5,16.2480991696121,0.0246254378134154,37.2491675816663,0.0361487424893952
74,0.5,12.1019055892666,0.0190232696211617,23.2842653615154,0.0300987880889122
74,1,11.7061932281515,0.0346828391223752,26.7827276651607,0.0446628885619383
74,1,14.4237112927753,0.0350683542333862,28.0785935960991,0.0492732971379558
74,1,16.4910921596732,0.0329811442104433,33.8856074746134,0.0442648416585593
74,1,13.921952949672,0.0359478375610384,30.9316337072634,0.0495767305703935
74,2.5,13.8616768068348,0.131176424890277,34.8840064271484,0.221205100940863
74,2.5,14.0239384272321,0.141486639189049,28.2090893096934,0.214303397328786
74,2.5,12.4289843209053,0.106643394948228,33.5659956288629,0.170320218301756
74,2.5,11.7050041500873,0.12945995567046,38.8070130871228,0.197773429535446
74,2.5,13.350545720353,0.135272846200797,37.8037611812967,0.204420409393198
74,2.5,11.7446996088491,0.103617857771856,34.7588115400281,0.18433115234415
74,5,14.0520481266417,0.117784386859651,40.9926880355351,0.21999488464419
74,5,15.1905566895262,0.126740814332192,30.1086930450027,0.202872845094281
74,5,15.5957125687343,0.419678076830568,44.4999442036353,0.804787172662261
74,5,13.9267204563663,0.446544854799658,33.8458689760355,0.957293231186957
74,5,12.3317855841391,0.425041048610993,37.3526861874914,0.713613910943838
74,5,13.4101220583342,0.434847715515257,36.107412908889,0.784135562702108
74,10,13.5530395741955,0.0674333832356871,24.9287117277553,0.0864384435051065
74,10,13.807154754243,0.0626133981074611,31.6096857015404,0.0970173984635234
74,10,12.5381085397192,0.0631772929811347,28.7269554899554,0.0878046132113952
74,10,14.411909238739,0.0744710552222264,45.6087503724879,0.095493103808498
74,10,13.8457241281214,0.0648515981928725,35.8435826450141,0.0860815384057292
74,10,13.5331563655225,0.066657387197246,35.106697702388,0.0872299082008028
74,10,11.8789101042866,1.141085950863,37.2817092110796,2.24976892666505
74,10,10.7209723486471,1.2268054485336,39.3612812812947,2.27215076908255
74,25,14.6199626503231,1.37324008045124,47.1647818757682,2.31664560814181
74,25,11.8968720225679,1.55047067953216,46.7348301682304,2.63614551066022
74,25,12.33278302264,1.5967170109719,46.2391678319992,2.16317627726504
74,25,12.0476564794352,1.38863399589637,43.804371784915,3.31773595431207
