t,epo_level,Compound_5_Obs,Compound_13_Obs,Compound_14_Obs
13,0,1.16043504921974,0.0102522829540131,0.0217570818272888
13,0,1.44609734809334,0.00921002883755958,0.0183283308843259
13,4.2857e-08,2.55625210094898,3.1040882220424,0.889753743662353
13,4.2857e-08,2.59137826447381,3.30989719057177,1.14031030072559
13,1.4286e-07,36.332141042868,6.23948136611936,2.09267005292292
13,1.4286e-07,37.3674369390086,6.16579221655162,2.10636566566594
13,4.2857e-07,161.395961470091,3.73019651321262,3.97418570045989
13,4.2857e-07,174.193173886028,4.7396835068203,4.27831651020077
13,1.4286e-06,361.008223244208,2.29706031517907,6.91693823433351
13,1.4286e-06,434.454109235417,2.67558426694813,6.55238159298551
13,4.2857e-06,470.429095486126,1.63381183061833,8.48755328860228
13,4.2857e-06,507.190672716386,1.8533165383348,10.6428398459064
13,1.4286e-05,515.649245894379,2.08974993809382,8.93529877102005
13,1.4286e-05,531.558932928572,1.79689830960842,9.48990306077778
13,4.2857e-05,462.031106368884,1.55274884892287,8.46995351742604
13,4.2857e-05,520.851931887418,1.48227577662995,10.2487402444856
