t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_13_Obs,Compound_14_Obs
0,0.000200895706741232,0.00831963708295983,0.00877156898723522,90.064417506239,0.0153465055437939,0.0421591549517468
10,NaN,0.194373399505227,0.213853978183653,NaN,1.56791699306163,1.18548908796712
15,0.0674201309205875,NaN,NaN,71.3839587646801,NaN,NaN
20,NaN,1.1976737735793,NaN,NaN,3.94115965820961,NaN
25,NaN,NaN,0.146134023168773,NaN,NaN,3.68710387209473
30,0.0480252345227047,NaN,NaN,84.1385829526108,4.58422088918245,NaN
35,NaN,2.05951396602853,0.0984178624389465,NaN,NaN,3.62365393106651
45,0.0573212158690707,2.02674896496294,NaN,71.9161832305828,6.07983361580468,NaN
50,NaN,NaN,0.093026631133248,NaN,NaN,3.37832097540089
55,NaN,NaN,NaN,NaN,5.32749373015564,NaN
60,0.0568703902510921,2.5103073556043,NaN,NaN,NaN,NaN
65,NaN,NaN,0.071984375247588,72.8397302042031,NaN,2.34240307175671
70,NaN,NaN,NaN,NaN,3.23559688421172,NaN
75,NaN,2.0748448644891,NaN,NaN,NaN,NaN
80,0.0521926448310575,NaN,NaN,81.571009083999,NaN,NaN
85,NaN,NaN,0.0878907958760069,NaN,NaN,2.02436320436099
90,NaN,NaN,NaN,NaN,3.8686001620755,NaN
95,NaN,2.51987482177555,NaN,NaN,NaN,NaN
100,0.0595269824228478,1.60547749302276,0.0857143497537031,81.2027910291591,3.17269660719226,1.75674514996215
150,0.0662600633552766,1.32602666628201,0.0689003587351102,76.5153883466441,2.65481596770025,1.53175643325252
200,0.056195061385607,1.00564863379889,NaN,98.054999086768,1.96247182657702,1.40893696742084
250,0.0534997693694284,NaN,NaN,66.2072524232618,NaN,NaN
300,NaN,NaN,NaN,91.4608384852503,NaN,NaN
