t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_9_Obs,Compound_13_Obs,Compound_14_Obs
0,-5.63431965593488,-0.0179885062963765,-0.0178529371828094,-4.37600291188408,-1.04077285462997,0.095861923865501,0.0461006625488862
10,540.354486310356,NaN,NaN,NaN,NaN,NaN,NaN
15,NaN,NaN,0.764089277396616,448.540498180908,451.633449042301,NaN,8.52259359413578
20,NaN,0.276178210078366,NaN,NaN,NaN,0.204300409955664,NaN
25,331.927588455816,NaN,NaN,324.338602257291,316.935844787506,NaN,NaN
30,NaN,NaN,0.123254511694161,NaN,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,NaN,NaN,4.43916760662961
40,195.484743863208,NaN,NaN,207.247724153941,209.197799890211,NaN,NaN
45,NaN,0.406974252904416,0.032768905110829,NaN,NaN,0.373338716873289,NaN
50,151.571891849508,NaN,NaN,NaN,NaN,NaN,2.70326662215313
55,NaN,NaN,NaN,134.48871102107,141.869925468046,NaN,NaN
65,NaN,0.36116992939625,0.144433633195692,NaN,NaN,NaN,NaN
70,73.0780011304316,NaN,NaN,NaN,61.4923649228179,0.517685148812371,1.69099868250823
75,NaN,NaN,NaN,74.4302764838371,NaN,NaN,NaN
85,50.9958121155642,NaN,0.248007652145369,NaN,39.5071558070478,NaN,NaN
90,NaN,0.688236804436173,NaN,43.9030298576321,NaN,NaN,1.0894248351508
95,NaN,NaN,NaN,NaN,NaN,1.25753040987801,NaN
100,27.0735557153103,1.26630149536335,0.369453938172358,49.9129846743251,32.968390121049,1.43829636913228,0.856143383751108
150,22.013585749379,2.54119438073251,0.510193648512102,7.16651489588546,0.951076104553382,3.40788455197566,1.4087264221995
200,20.0015351710819,2.60580969019808,0.509534086498636,23.6630032069362,36.7345680724541,3.60941053403897,1.10885817952405
250,10.7839068345733,2.6218687918834,0.461362272227941,15.1136392307911,25.3305748134583,3.43104441816248,1.11085101379572
300,NaN,2.58639181842189,NaN,NaN,NaN,3.49525253394688,NaN
350,NaN,2.39035206511634,NaN,NaN,NaN,3.31525625151152,NaN
450,NaN,2.41012656918607,NaN,NaN,NaN,3.48969648863131,NaN
