t,Compound_2_Obs,Compound_9_Obs
0,0.592702154003302,0.496838902907288
55,NaN,102.737978985442
60,116.546552534654,NaN
100,27.8397723746952,29.1342764116647
150,NaN,14.7371262110318
200,10.2840674795297,NaN
250,9.99282300454961,11.3487316974722
300,13.2510942096287,10.7871633304079
400,9.83300855409,7.8172057394472
500,12.2685836703563,10.2659028830722
600,9.58396512033988,14.1811000381474
700,10.9270295116358,NaN
750,NaN,13.2105455618827
850,12.9202701119327,NaN
900,NaN,10.8273552918537
1000,12.6027099156311,8.37685518747046
1500,12.1211333245009,11.6113730009788
