t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_13_Obs,Compound_14_Obs
0,0.0109783079752001,0.00144221713406707,1.50561121164869,0.018954388355317,0.0111837310688927,0.0182426296855174
10,NaN,1.34927655786064,NaN,NaN,NaN,9.20812447078974
15,NaN,NaN,548.816685753334,NaN,NaN,NaN
20,NaN,NaN,NaN,13.3675743102456,0.476252807969174,NaN
25,0.136414664732762,0.159563208492839,NaN,NaN,NaN,6.7379741200805
30,NaN,NaN,267.511478207911,NaN,NaN,NaN
40,NaN,0.0739079209317601,NaN,4.2560160142101,0.151316271661615,3.53131525008779
45,0.117559769491159,NaN,171.726887334681,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,NaN,3.66212788604898
55,NaN,0.0975204277183614,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,2.86931521090365,NaN,NaN
65,NaN,NaN,86.7831945894964,NaN,0.416874302748453,1.80761390591298
70,0.398934949487244,0.169503433522263,NaN,NaN,NaN,NaN
85,NaN,NaN,49.093439908564,2.16618876796661,1.05804764746574,1.35912228199857
90,NaN,0.236435586779001,NaN,NaN,NaN,NaN
95,0.849061219321738,NaN,NaN,NaN,NaN,NaN
100,NaN,0.286758365126649,30.1588703101465,4.07211553757938,1.29923063533543,0.875346226269367
150,2.62790914769091,0.493665016698369,16.0981285299572,9.09952016124643,3.97555221556424,1.43065526213671
200,2.39957629300576,0.400594247916652,13.2737489086666,8.49694501176473,4.13525546511656,1.35549086993597
250,2.48161321823837,NaN,16.4217445480792,11.342323823562,2.93761230431128,NaN
300,2.43788339174762,NaN,12.1414083910654,10.9624243007625,NaN,NaN
350,2.62705136876065,NaN,NaN,NaN,3.03788247098601,NaN
400,NaN,NaN,NaN,10.5134033688634,4.66924559705664,NaN
450,2.44423991153588,NaN,NaN,NaN,NaN,NaN
