t,Compound_3_Obs,Compound_7_Obs,Compound_13_Obs
0,3.77615099845063,29.0732166189643,-0.128922703212474
9,4.71996885056793,NaN,NaN
9.5,NaN,NaN,0.271934048273935
10,NaN,31.1630751872692,NaN
20,4.64588671594356,NaN,0.315657499241753
25,4.71822125890561,29.9257036468495,NaN
30,NaN,NaN,-0.193333254080909
35,6.32810842341987,30.947774727452,NaN
40,NaN,NaN,0.998867145403559
50,8.58256938474912,30.765147538656,1.17487438489798
60,10.1788366089896,NaN,NaN
65,NaN,28.0081797581874,2.91041463837502
70,11.0604942297297,NaN,NaN
80,NaN,30.7100835405172,5.65108524454479
85,12.4232515817043,NaN,NaN
100,12.1388596192569,31.579275732824,10.4539877150911
150,10.0411613892091,29.9827439502199,18.7511164522227
200,8.38573774774148,31.9426756908306,20.8413807488112
