t,epo_level,Compound_3_Obs,Compound_7_Obs,Compound_13_Obs
4,2.5e-09,3.46065684662534,30.660360827032,0.134569790249574
4,2.5e-09,3.57650839183929,32.6098490906155,0.142677287386897
4,2.5e-09,3.60888964711921,30.4232750750419,0.138647527073621
4,2.5e-08,3.46730435633986,28.7629019412607,0.145088269149166
4,2.5e-08,3.66753198477389,30.9295887353712,0.133078995876285
4,2.5e-08,3.75398879087495,29.6489165681721,0.139869021258895
4,2.5e-07,4.45098438072702,28.6062182137078,0.138880417174724
4,2.5e-07,4.45342151260241,29.4518184146081,0.140357289241112
4,2.5e-07,4.62992026132695,30.8534048640075,0.142188228927175
4,2.5e-06,4.68952676960224,31.2535922956013,0.137548959781971
4,2.5e-06,4.72172699214554,31.6772458943656,0.141208894373588
4,2.5e-06,4.82680475540799,30.0070608701429,0.145399882646287
4,2.5e-05,4.43359180436324,30.255121815629,0.147500613064269
4,2.5e-05,4.52335921326166,29.2037284280266,0.145306024618417
4,2.5e-05,4.80550095952569,29.1593895745312,0.146967546192355
