t,epo_level,CISHnRNA2_Obs,Compound_1_Obs,Compound_5_Obs
170,2.5e-09,0.00107248667290746,30.3434581362397,1.13303954433358
170,2.5e-09,0.00154740305161728,31.3442565362865,1.02307979450714
170,2.5e-09,0.00388661028139278,29.7883870337474,1.00264044022674
170,2.5e-08,0.00874396903419971,29.7769574672243,3.2795095186981
170,2.5e-08,0.00874981902750077,30.5696822565091,3.45110581596909
170,2.5e-08,0.00926309504717753,32.5972272859488,3.39710945496667
170,1.25e-07,0.0136718650390184,30.005129951265,6.34342015469237
170,1.25e-07,0.0141827987336201,33.7864905467705,6.30714892397195
170,1.25e-07,0.0151150847569901,31.2685452318263,6.76360075796422
170,2.5e-07,0.0173767734666269,30.4448991216551,8.13929067097497
170,2.5e-07,0.0177557998166265,32.5804075473702,8.52867745474996
170,2.5e-07,0.0181760464870505,33.237101225025,8.33027734879703
170,2.5e-06,0.0293881498745839,32.0667716554703,14.3373786343364
170,2.5e-06,0.0296625324850007,32.0544043976731,14.3844759380229
170,2.5e-06,0.0303256118968432,32.0105706120792,14.2139045758761
