t,epo_level,Compound_3_Obs,Compound_7_Obs,Compound_13_Obs
58,2.5e-09,3.22627890716572,29.6165009563342,0.221751837457487
58,2.5e-09,3.45679580335275,32.6312765198297,0.239576734791381
58,2.5e-09,3.50223073184003,30.3008818505969,0.177660153229762
58,2.5e-08,5.45175984428376,31.2110520170836,0.63503047633384
58,2.5e-08,5.57876154705079,31.1753182860343,0.606435010545527
58,2.5e-08,5.98287030188994,30.4981516564369,0.614560996489065
58,1.25e-07,7.92702975308189,31.0159658233757,1.39879632002184
58,1.25e-07,8.14578299789103,30.2539615229372,1.48166631606991
58,1.25e-07,8.57155966159444,30.9724521976806,1.53320611814555
58,2.5e-07,8.98674933459894,31.0123868902739,1.70981718870573
58,2.5e-07,9.19205672236954,29.5515552403477,1.66603266445388
58,2.5e-07,9.23095227896213,30.2423088271158,1.73119676365974
58,1.25e-06,9.2817571927218,31.346688838321,2.02246389951605
58,1.25e-06,9.51842066828774,28.7960762692898,2.05551434567359
58,1.25e-06,10.4997816239525,28.2748611977326,2.06183289119125
58,2.5e-06,9.7550480855466,31.1484492890359,2.1565900706043
58,2.5e-06,10.3641449422731,31.2933773563266,2.1999048009971
58,2.5e-06,10.5463053709379,30.5854171286321,2.11166798979165
