t,Compound_7_Obs,Compound_10_Obs
0,-0.196565213084052,1.60589222419982
30,2.39628471468717,NaN
65,1.62612836027189,NaN
85,NaN,2.74921634851218
95,1.55833579687615,NaN
150,1.42540730953403,2.97891505951962
200,1.32900306714718,NaN
250,0.829112720737851,2.44660225488472
300,0.907164479259823,NaN
350,NaN,3.05263098079846
400,1.0136982710816,NaN
450,0.890746124510469,2.21812155254947
550,0.917388536616711,NaN
600,NaN,2.32879691846546
700,NaN,2.89347912016155
850,NaN,2.60661736761568
1000,NaN,2.10971838750477
1500,NaN,1.97827991638218
