t,Compound_1_Obs,Compound_2_Obs,Compound_7_Obs,Compound_8_Obs,Compound_12_Obs
0,1.52180067270823,80.3006051890704,-1.6949815325368,1.20705375596919,0.140306571754436
7,NaN,26.7860363007346,NaN,NaN,NaN
8,NaN,NaN,55.187800304827,1.19791503480041,NaN
8.5,1.53371347987791,NaN,NaN,NaN,NaN
10,NaN,NaN,NaN,NaN,18.0416316455285
15,1.56486696135679,18.231539419037,51.9669512878279,0.920757548900709,NaN
20,NaN,17.7388977809922,NaN,NaN,26.7742222592682
25,1.82197175972384,NaN,33.5698652736895,3.56046200790343,NaN
30,NaN,43.9219543731838,NaN,NaN,19.6071172337895
35,1.99423273845659,NaN,23.5302659096885,6.56785258194505,NaN
40,NaN,49.9439948275911,NaN,NaN,16.4332892282781
45,NaN,NaN,13.33985817206,7.1738781792689,NaN
50,1.64739976660129,NaN,NaN,NaN,14.4661478445019
55,NaN,59.6608990654869,NaN,8.10972883798561,NaN
60,1.62531858628834,NaN,1.94970809882277,NaN,NaN
65,NaN,75.0201573944818,NaN,NaN,23.0495070110871
70,NaN,NaN,NaN,5.42460738693871,NaN
75,NaN,NaN,1.92633040787058,NaN,NaN
80,1.51262783856245,NaN,NaN,NaN,20.295134341173
85,NaN,65.0011698161141,NaN,3.53687205217591,NaN
90,NaN,NaN,5.43514065249095,NaN,NaN
95,1.58043843052638,NaN,NaN,NaN,21.6836674416773
100,1.59393650569849,59.8793961092252,3.6722617724556,1.8989913588406,22.56089821528
150,NaN,NaN,3.61607643252911,2.90865303758598,22.0308571408008
200,NaN,NaN,NaN,NaN,20.8724741987708
250,NaN,NaN,NaN,NaN,16.7651580786955
300,NaN,NaN,NaN,NaN,19.1916692783042
