t,epo_level,Compound_1_Obs,Compound_2_Obs,Compound_12_Obs
9,0,1.86050163779368,5.41642169809307,-0.0343683498354462
9,0,1.96308125116499,5.60760219479848,0.063428549949219
9,4.2857e-08,1.59556978747491,5.60064742270979,0.110890629555738
9,4.2857e-08,1.72468946074382,5.00549690198062,0.138986156047558
9,1.4286e-07,1.6299527942621,5.05408241497085,0.166220687838442
9,1.4286e-07,1.80557045021227,4.70120451375653,0.204817520447683
9,4.2857e-07,1.87137957208833,3.42843360572802,0.587722838374777
9,4.2857e-07,1.94554774642203,2.80153814695279,0.535333219464467
9,1.4286e-06,1.81831674559251,1.20463828502639,0.94036686795276
9,1.4286e-06,1.9560535870707,1.44753429050953,1.03074162137556
9,4.2857e-06,1.69959021727751,-0.0387635671408212,0.688000772246701
9,4.2857e-06,1.7068274035211,0.632465859517908,0.820530673570649
9,1.4286e-05,1.26606998987488,1.02456032367448,0.68146373768133
9,1.4286e-05,1.73172393234672,0.48686741672165,0.678150966092428
9,4.2857e-05,1.70921952703936,0.679286616932088,0.644085307699103
9,4.2857e-05,1.71645168934021,0.854241314418448,0.798072312816122
