t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_8_Obs,Compound_12_Obs
0,2.2108835361082,5.18675261558593,4.83942305066227,0.216576190086137,0.0392545653184248
15,1.55876032859052,0.977836527028802,1.01211702983759,1.65913057804691,NaN
20,NaN,NaN,NaN,NaN,0.824219548857332
25,1.49658386373086,NaN,NaN,NaN,NaN
30,NaN,1.62392970885846,0.839782510473409,1.13257126120405,NaN
40,1.54405365279652,NaN,NaN,NaN,0.706023988227323
45,NaN,1.59389046211636,1.5759594822586,0.879975391464912,NaN
55,1.3329477847763,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,0.937671854453449,NaN
65,NaN,1.70685160976137,1.82160544835049,NaN,0.783177967365088
70,1.68745399221529,NaN,NaN,NaN,NaN
80,NaN,2.13219425642583,NaN,0.879044913953676,NaN
85,1.16162181125768,NaN,1.84382970578325,NaN,0.684793882510171
100,1.15633219569036,2.12448735916079,1.85487938750252,0.656222110059855,0.769630198492496
150,1.19815182922676,2.73971787548393,2.23012904653201,0.585946021456176,0.740550213148418
200,1.50110974654687,2.89236519516189,2.90193039822626,0.506792850912603,0.650823312934514
250,NaN,2.59898842819578,3.0675001788741,0.417918054535202,0.837484815515399
300,NaN,3.37413349293921,NaN,NaN,0.647213956801527
350,NaN,NaN,3.28618424105163,NaN,0.55154594580702
450,NaN,NaN,NaN,NaN,0.623983515813608
