t,Compound_1_Obs,Compound_2_Obs,Compound_12_Obs
0,0.143553652873428,3.12906254725913,0.0689021965490598
10,NaN,NaN,0.0956581662217276
15,0.119079122474721,3.09338878615983,NaN
20,NaN,NaN,0.0764994019120949
30,NaN,3.20196315320445,0.0673165271021088
35,0.0964328604063394,NaN,NaN
45,NaN,2.93511047930813,0.0895878679123351
55,0.0723991999538604,NaN,NaN
60,NaN,NaN,0.088025053327472
65,NaN,3.48824860789958,NaN
75,0.104369036209466,NaN,0.0851146755261595
80,NaN,3.00187316180594,NaN
95,NaN,NaN,0.0907541502039206
100,0.083444597744822,3.38109766089329,0.096573418662258
150,0.0915385713424009,3.21849560016235,0.0945309170864075
200,0.0838025668085553,2.72465473146129,NaN
250,0.0850742227387841,3.01795470489988,NaN
300,0.0767248380561915,3.64286633624065,NaN
