t,Compound_1_Obs,Compound_2_Obs,Compound_7_Obs,Compound_8_Obs,Compound_12_Obs
0,1.3704988077771,69.2102949750059,0.0184071086025006,73.4973576259832,0.154305812638573
10,1.6212871990097,NaN,0.254934536087168,67.743514583502,NaN
15,NaN,73.9042281688162,NaN,NaN,0.188008228610936
20,1.36650916299158,NaN,NaN,70.9465606496852,NaN
25,NaN,NaN,0.423095103998487,NaN,0.247597728041412
30,1.69126501980907,70.713056412698,NaN,NaN,NaN
35,NaN,NaN,0.326776366966286,82.2090996171811,NaN
40,NaN,NaN,NaN,NaN,0.247997972378342
45,1.52645632201761,83.3690631298938,NaN,82.2131351496753,NaN
50,NaN,NaN,0.213991805974053,NaN,NaN
55,1.56632844236707,NaN,NaN,NaN,0.293044616930473
60,NaN,68.1575408211017,NaN,69.3281482869551,NaN
65,NaN,NaN,0.135477320157304,NaN,NaN
70,1.53118640915637,NaN,NaN,NaN,0.292269048652764
75,NaN,72.978709559309,NaN,75.4825191681344,NaN
85,1.4507910464187,NaN,0.0895592141378991,NaN,0.288627265907623
90,NaN,NaN,NaN,77.4093498101056,NaN
95,NaN,92.6993445718747,NaN,NaN,NaN
100,1.59149340862087,86.2490024756952,0.106693811130451,75.7900089697854,0.294709162282036
150,1.64975213940869,89.6478333200288,0.0628502053766278,102.124894713605,0.343134340734374
200,1.90789421842619,68.3324654244391,0.0784954318035548,78.6077841578669,0.244357531820122
250,NaN,71.7301515266498,NaN,71.5860231284826,0.304788953375994
300,NaN,NaN,NaN,NaN,0.269084060593315
