t,Compound_1_Obs,Compound_2_Obs,Compound_5_Obs,Compound_8_Obs,Compound_12_Obs
0,1.73496748752483,5.33680258047669,-0.30955594037848,0.293365374365488,0.0531892413143601
10,1.72222632928814,NaN,NaN,1.60659357851871,NaN
15,NaN,0.402966417920847,1.65167711844974,NaN,NaN
20,1.30578529517623,NaN,NaN,NaN,0.67476523172582
25,NaN,NaN,NaN,1.4784346383989,NaN
35,1.23122196978467,0.831505030864371,1.6958488104341,1.3394276344093,NaN
40,NaN,NaN,NaN,NaN,0.760440104237149
45,1.34204356029101,NaN,NaN,NaN,NaN
50,NaN,1.07344330690989,NaN,1.02428014357462,NaN
55,NaN,NaN,1.4477766335803,NaN,NaN
60,1.43671314016518,NaN,NaN,1.03761003842697,NaN
65,NaN,NaN,NaN,NaN,0.671257266835695
70,NaN,1.89234969895813,NaN,NaN,NaN
75,1.19150542680928,NaN,1.60858214875263,NaN,NaN
80,NaN,NaN,NaN,0.795813862896631,NaN
90,NaN,NaN,NaN,NaN,0.669474077904519
95,1.18899697915696,2.59656461088962,1.92603701983386,0.991267973604228,NaN
100,1.4525226737749,2.2658747788505,1.56427993352872,0.729171596603245,0.676116953021465
150,1.33623025264738,2.70724284784709,1.5346163325368,0.749521769266436,0.745731729869358
200,NaN,2.75192278026044,1.42406523733103,0.680230498274682,0.725408918612024
250,NaN,3.43020900269109,1.95010443090946,0.520177802046023,0.66376344306696
300,NaN,3.53190034069807,1.87995644046579,NaN,0.628210405796093
350,NaN,NaN,1.46724909435079,NaN,0.579245504191752
400,NaN,NaN,1.01922200739033,NaN,NaN
450,NaN,NaN,NaN,NaN,0.61468467730388
