t,epo_level,p12EpoRpJAK2_Obs,STAT5_Obs,CISnRNA3_Obs,SOCS3nRNA1_Obs,SOCS3RNA_Obs
5,2.5e-09,2.68290247596939,0.064409822809966,20.2272213127214,0.00161693465915329,0.00132263782479424
5,2.5e-09,2.59509669174541,1.79789214701245,20.4312334558201,0.00155994017704203,0.00137598299495395
5,2.5e-09,2.29755144950773,0.447883602559435,20.2755077108014,0.00156416488933386,0.0014103013773313
5,2.5e-08,2.53488027948756,0.396083743171921,14.0554574841963,0.001441388485653,0.001020307641297
5,2.5e-08,2.64622099562241,-1.2663814726093,15.1796243019604,0.0014235586289461,0.000996326839241451
5,2.5e-08,2.38819790916142,0.385338542990813,14.7981774961849,0.00142661599708722,0.00101520334433686
5,2.5e-07,1.53158500510726,0.17323647665546,2.88945260846801,0.000807152470936185,0.000268405725789989
5,2.5e-07,1.02076281987008,-2.89786729090875,3.69653097502914,0.000965304546861979,0.000253770719461576
5,2.5e-07,1.03051497895355,0.499164641048279,3.58651311452452,0.00100578951153158,0.000217958629507286
5,2.5e-06,0.252400952502756,33.3631107853121,1.06344849253853,0.00015785384295483,2.39725749317499e-05
5,2.5e-06,-0.117796201160447,33.3765488784447,0.254101876665676,0.000178884505533782,-2.41191305504957e-05
5,2.5e-06,0.34078994887778,37.7419957730048,0.959882449724532,0.000104684865526691,1.10593091619565e-05
5,2.5e-05,0.112605873778413,46.7938250705234,-0.204339867711061,9.37259870882813e-05,5.55976004914216e-05
5,2.5e-05,0.0237442761163906,43.1613587565137,0.0462098444838122,-3.96732926646458e-06,-2.98137409460478e-05
5,2.5e-05,0.0978802344166861,41.5478528426805,0.735940862437505,0.000124736987661549,-6.67062384209553e-06
