t,epo_level,EpoRpJAK2_Obs,CISnRNA1_Obs,CISnRNA2_Obs,SOCS3nRNA5_Obs
8,2.5e-09,0.00477847658931358,-24.7449164826979,10.7550859269054,-5.19132757867674e-05
8,2.5e-09,0.0110151875550404,27.0672383735706,-21.1849717769091,6.07187421398839e-05
8,2.5e-09,0.0228339908523223,11.422186998721,-28.130988461138,4.49218992664978e-06
8,7.905e-09,0.0146673623549273,-101.528297577813,21.516937645747,4.3378939874515e-05
8,7.905e-09,0.0172972744468676,-7.09307736624773,12.849269315274,-1.65108138378702e-05
8,7.905e-09,0.0334023927744945,64.9184278570796,-8.65053380545072,6.96832026997813e-05
8,1.25e-08,0.0236438943070396,223.567983625458,10.1942125883657,-4.78061539915675e-05
8,1.75e-08,0.00617334484276538,174.613904998026,20.5799118132702,9.29478604963167e-05
8,2.5e-08,0.0398070740528335,185.058888799573,33.4963137192244,0.000136823189940873
8,2.5e-08,0.0481625484842396,247.060541358598,47.6250437564863,0.000195413562046656
8,2.5e-08,0.082510582133895,186.660510795723,7.9433909121194,7.12672120464995e-05
8,3.95e-08,0.0562465500597457,242.367732966285,60.9493898412985,0.000258111157398001
8,7.9e-08,0.0943511233559908,841.410924083821,138.228406987757,0.00062595751554899
8,7.9e-08,0.105117585700351,747.086288275018,159.155203334666,0.000621030991557985
8,7.9e-08,0.116923938625,718.781888434867,124.094257558174,0.000568107561056376
8,1.25e-07,0.141599250378298,981.000674180034,210.852617911063,0.00100294103924753
8,1.25e-07,0.144157642180777,1041.08485159117,218.149313525749,0.000898224892995774
8,1.25e-07,0.144396817196838,1003.54342416137,211.293012115602,0.000953030805876501
8,1.7675e-07,0.155901844100399,1255.54629676611,260.218283118127,0.00110676728366807
8,2.5e-07,0.187133798918948,1292.24469335172,320.312352080104,0.0011785995243852
8,2.5e-07,0.187436319077116,1398.33284987829,293.331975789434,0.00132527642264239
8,2.5e-07,0.194646053801687,1485.69325236308,308.79291395601,0.00129178243391111
8,7.905e-07,0.319136616634523,1788.36280405224,429.19585676601,0.00150940723177645
8,7.905e-07,0.335039067436692,1639.86785371685,437.842077795545,0.00159617492998039
8,7.905e-07,0.359382075002565,1823.53499143421,431.89919262416,0.00164302118363333
8,2.5e-06,0.54226842833316,2150.79964509236,540.02458230192,0.00172095469906733
8,2.5e-06,0.556045500963059,2083.01221507273,528.064011623255,0.00166773891963092
8,2.5e-06,0.580031205282014,1977.41884130347,538.259094727489,0.00172684368102264
