t,epo_level,STAT5_Obs,npSTAT5_Obs,CIS_Obs,SOCS3nRNA4_Obs
41,2.5e-09,36.1813177888545,2.09156064994786,0.786632570006135,0.00049024604257821
41,2.5e-09,38.1141881008847,1.76496904078338,0.984796463553575,0.000448267850622218
41,2.5e-09,39.394810999466,1.12256848466717,0.218325231439834,0.000432740563919861
41,2.5e-08,28.1601803015486,9.82009491526473,2.53308494187028,0.0013249593854448
41,2.5e-08,30.8233412836098,10.1779390695442,2.00509461947263,0.00184552366385013
41,2.5e-08,30.90004667662,11.1565257956341,2.0781012812788,0.00193469898648833
41,1.25e-07,20.6200372249783,14.3814811153007,5.95180438375312,0.00220539922054236
41,1.25e-07,22.8776472856018,13.3440997213794,6.04732412222576,0.00233304288284478
41,1.25e-07,25.3850817075307,13.4000454748849,6.30168083095726,0.00236934696873324
41,2.5e-07,19.1002543693849,13.360050723888,7.53960902421279,0.00225014384472096
41,2.5e-07,21.4684180553671,13.7271458676404,6.88223461841753,0.00216338812626034
41,2.5e-07,21.7826134224465,12.0561137599671,6.21151794412786,0.00249787755485281
41,1.25e-06,17.7534497981484,15.1613313583669,8.07086179696901,0.00252179781597457
41,1.25e-06,19.3382115297428,15.9297551822527,7.73059449488969,0.00284055741468559
41,1.25e-06,22.8700569529639,16.3382240865771,8.24024399522824,0.00238125145471323
41,2.5e-06,19.2993229367372,17.0648862071831,7.55628615130996,0.00282444831622579
41,2.5e-06,19.9793753969637,15.8410060821322,7.63703185988646,0.00276767827642521
41,2.5e-06,20.3021781202637,15.776787346591,7.59259593490852,0.00218288145770525
