t,Reelin_input,ApoER2_Dab1_Obs,ApoER2_re_Dab1SFK_Obs,ApoER2_Dab1_released_Obs
27,0,1.0075564491949,9.82779424264679e-07,0.292480827698411
27,0.00012207,0.978456977897574,9.99701901361113e-07,0.314513964937547
27,0.00024414,0.886834459273081,1.03950166834651e-06,0.310320269764597
27,0.00048828,0.947720376211795,1.98394534337344e-06,0.275218200095223
27,0.00097656,0.873797233709459,2.43091788644292e-05,0.374392450374803
27,0.0019531,0.653228462976231,0.000133815099124293,0.567554197888259
27,0.0039062,0.327336920355551,0.000246149261441827,0.901680837463349
27,0.0078125,0.161928713566981,0.000318771976809637,0.923672153288739
27,0.015625,0.0715234721949347,0.000367348386567826,1.03914170805332
27,0.03125,0.0340334834223665,0.000355418235062862,1.02867921155301
27,0.125,0.00787040401192405,0.000408622974497502,1.07980383616235
27,0.25,0.00370352716457639,0.000380707094138167,1.00725376655874
27,0.5,0.00167297751049388,0.000437308419141274,1.21882899456238
27,1,0.00105229069878175,0.000415430415595127,1.13752365911559
