t,epo_level,nSTAT5_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs
18,2.5e-09,-2.51127478060733,0.0303158446688078,0.0279047173594849
18,2.5e-09,-1.06603820679764,0.0256077693030815,0.0242270863287294
18,2.5e-09,-0.403570760059985,0.0455395777407545,0.0262017812351735
18,2.5e-08,2.17102612836187,0.0339713782145558,0.023093202583476
18,2.5e-08,3.50510783820785,0.039320299441621,0.0234287773562454
18,2.5e-08,3.55666407800735,0.045062887802977,0.0261166900830552
18,1.25e-07,11.2560147902851,0.1012759840815,0.0256646853574131
18,1.25e-07,12.1868104965998,0.126258983374977,0.0265966348325585
18,1.25e-07,12.6894444184218,0.101084115628482,0.0255868398719501
18,2.5e-07,14.7585374613138,0.13580435176739,0.0322922975034348
18,2.5e-07,14.913213713922,0.128914840243509,0.032364001189475
18,2.5e-07,15.8952607140711,0.152515039371794,0.0274069530150537
18,1.25e-06,19.1944030963694,0.168760742823524,0.0323165082918988
18,1.25e-06,19.4917216208028,0.157502452622385,0.0315267399082244
18,1.25e-06,21.2452697819675,0.15961418882785,0.0310748730089945
18,2.5e-06,18.977944830637,0.163045397109869,0.0316676278236267
18,2.5e-06,19.4184382162377,0.182090673701082,0.0300429121654547
18,2.5e-06,20.3507006576133,0.156089485692601,0.037931444701286
