t,epo_level,nSTAT5_Obs,SOCS3nRNA1_Obs,SOCS3nRNA4_Obs
16,0,0.00660495626539669,0.0017101438999535,0.00101442571854424
16,0,0.00616738059118751,0.0015742103881866,0.00191496984080488
16,4.2857e-08,8.50463333880624,0.00155701206975208,0.00292394812672885
16,4.2857e-08,6.72625449259958,0.00279843783431733,0.0018277700620165
16,1.4286e-07,0.248974785627119,0.00256601649208989,0.00193749313477839
16,1.4286e-07,2.01685203398198,0.00246481161429273,0.00198164555625109
16,4.2857e-07,0.0426436362155948,0.00117414433961035,0.000820647575735733
16,4.2857e-07,0.0247408649769411,0.00162704801109594,0.00144683159794615
16,1.4286e-06,11.0906833565466,0.00116818824889822,0.00214483315194168
16,1.4286e-06,6.16248576297489,0.00461882549652836,0.00217583508700282
16,4.2857e-06,4.07502369853397,0.000690010839127521,0.00223006713691163
16,4.2857e-06,5.22844222205749,0.00250983121937805,0.00130527019189439
16,1.4286e-05,0.371568539669175,0.00172473267052651,0.00171511995644577
16,1.4286e-05,0.139365357875496,0.00221082788056601,0.00233691589898565
16,4.2857e-05,0.00969061210120639,0.0021793848831165,0.00118615913043198
16,4.2857e-05,0.0176166033845519,0.000873842183651084,0.00145989669547667
