timepoint,Bac_Obs,cGlu_Obs
0,0.0216779422250443,-0.0287571773712988
200,0.0596391149577232,NaN
350,0.091629121965939,0.143926478845384
550,0.11917135587634,NaN
750,0.133779636590152,0.543301910479938
950,0.204836731412045,NaN
1000,0.260492504618988,0.861059312206035
1500,0.411744974137081,1.8096397211855
2000,0.643462367434045,1.93392685951657
2500,0.638745974669574,1.63415417222009
3000,0.714336899057259,1.36221631776159
3500,0.650786156326228,1.10185056636294
4500,NaN,0.838015139385971
5500,NaN,0.586041482510111
6500,NaN,0.27797196324968
7500,NaN,0.304544915725445
