t,epo_level,SOCS3nRNA5_Obs
17,2.5e-09,3.34216188869603e-05
17,7.905e-09,0.000123861402477217
17,7.905e-09,0.000127386291673534
17,7.905e-09,0.000129773072333458
17,1.25e-08,0.000143309139776053
17,1.25e-08,0.000191673702826769
17,1.25e-08,0.000204807056080957
17,1.75e-08,0.000289673419266044
17,1.75e-08,0.00029901004451004
17,1.75e-08,0.000316935910837834
17,2.5e-08,0.000368131892912869
17,2.5e-08,0.000391613486497263
17,2.5e-08,0.000509293612324971
17,3.95e-08,0.000431661740173024
17,3.95e-08,0.000506589753330783
17,3.95e-08,0.000584625922993255
17,7.9e-08,0.00112827874735078
17,1.25e-07,0.00117885784469196
17,1.7675e-07,0.00101692540080795
17,2.5e-07,0.00130012167034355
17,2.5e-07,0.0014753847095845
17,2.5e-07,0.00153166976755425
17,7.905e-07,0.00187474832761229
17,2.5e-06,0.00178430753016118
17,2.5e-06,0.00181284583223473
17,2.5e-06,0.00228038219247584
