t,Reelin_input,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
15,0,0.881432964770896,1.39752164347866,0.758372486425736,6.37856289019359e-05
15,0.00012207,0.762286225892931,0.912276371953308,1.06055436035761,7.2797714821984e-05
15,0.00024414,0.752194594161279,2.28301054994,1.09048427648045,5.65734231028681e-05
15,0.00048828,1.22312522346786,1.38070377853491,0.633354384698424,0.000133378220423821
15,0.00097656,0.929021637639145,0.705024790293752,0.729763578318267,0.000224287409207917
15,0.0019531,0.523385445027295,0.994562117339837,0.814936851864769,0.000477252220791208
15,0.0039062,1.00836789307449,0.878778135972649,0.795119288373061,0.000748536991974907
15,0.0078125,0.706827595362517,0.78867842620147,0.843359191628037,0.0023819752204029
15,0.015625,0.615843786562292,0.628760032310903,0.439258969743559,0.0025739741921889
15,0.03125,0.501658894248524,1.12785378854552,0.505899809688807,0.00357617865789465
15,0.125,0.165706952174897,0.685199988407332,0.0778232143955248,0.00504338187500408
15,0.25,0.0767819566204267,0.818108142326577,0.0958947915192273,0.00669028808021295
15,0.5,0.0454791396174622,0.78150120960197,0.0321347023144548,0.00596917162683441
15,1,0.0261655077672068,0.92963610903851,0.0313558043256685,0.00684698663420676
