t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,1.35461879097816,1.05804981891138,1.14103239435836,0.00162676122588717
25,NaN,0.830601826943183,NaN,0.486660505755551
30,0.771088918007486,NaN,0.66634109756467,NaN
50,NaN,0.36172070171127,NaN,0.869866406288387
55,0.202309639977248,NaN,NaN,NaN
60,NaN,NaN,0.554276081127421,NaN
80,NaN,0.200265873768634,NaN,1.3400506472136
90,0.250999660605202,NaN,1.58736576357059,NaN
100,0.154237902232668,0.137358329031599,0.74206251656107,0.66437778902922
150,0.0765502959230934,0.0756819451108483,1.15910767399747,1.31197780695985
200,0.0392981633233183,0.0477853744551073,1.47767328469263,1.63752687136763
250,0.0181947072717993,0.0470453151242989,0.583772228064387,1.87733364777016
300,0.0289249764079633,0.0206597312137617,0.670384501334555,NaN
350,NaN,NaN,NaN,1.21126241039946
400,0.0269780013155144,0.0360732858242021,0.97840447378402,1.38195345278687
450,NaN,0.027603918054094,1.47079202757385,NaN
500,0.0259997966616081,NaN,NaN,0.93570288548211
600,NaN,NaN,2.09197005185876,0.936228814498863
