t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.16795366986876,2.38295601974464,0.303096857169632,0.750190548055318
45,34.8418157745729,NaN,NaN,NaN
55,NaN,NaN,30.5961285339981,42.7543883585046
70,NaN,3.07169153158544,NaN,NaN
90,28.116116747368,NaN,NaN,NaN
100,NaN,NaN,24.5197401743164,33.4819404941613
150,18.1186706406032,2.75071978007572,16.5255116706465,NaN
200,13.5146677199612,2.43873654856846,11.3708823207438,17.8075328541352
250,8.7802927168775,NaN,NaN,15.3949435216927
300,6.91962264540144,2.64042711651562,4.88783511374132,13.0229506018262
350,NaN,NaN,4.83950201099969,NaN
400,6.1233076488981,1.7172252043002,NaN,6.65759770452913
450,NaN,NaN,2.34416664926636,NaN
500,2.1051666123319,2.11636162275316,NaN,6.6310486540712
550,NaN,NaN,1.47019633661502,NaN
600,1.7445927657714,1.6716049497775,NaN,3.89182528634416
700,NaN,NaN,0.750921208580515,NaN
750,1.96817517645439,1.91133038270468,NaN,2.14981118874216
800,NaN,NaN,0.497412470581355,NaN
900,1.44679375250489,NaN,NaN,1.6979006188917
950,NaN,1.99373119220602,NaN,NaN
1000,NaN,1.89157364715493,-0.923117715395074,2.37354819880379
1500,NaN,2.18756979691897,NaN,NaN
