t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.01794173312989,1.67929819273793,-0.0201828853605906,1.80079631821784
10,0.993970162038386,2.00377406143818,-0.108335601398242,NaN
15,NaN,NaN,NaN,1.90493799325188
20,NaN,NaN,-0.046952139150171,NaN
25,0.927145605513346,2.1053902951564,NaN,NaN
30,NaN,NaN,0.105696464421613,2.46287111112716
35,NaN,1.99242726757104,NaN,NaN
40,0.962840721218533,NaN,NaN,NaN
45,NaN,NaN,0.0794732936075643,2.12955743241174
50,NaN,1.95443246705753,NaN,NaN
55,0.867072677832394,NaN,NaN,NaN
60,NaN,NaN,-0.0392244238826217,NaN
65,NaN,NaN,NaN,2.06580258630167
70,0.959851784637604,1.62515731966208,NaN,NaN
80,NaN,NaN,0.0255533227153814,NaN
85,NaN,NaN,NaN,2.49754360856323
90,1.17999889737661,2.16132307388996,NaN,NaN
100,NaN,NaN,NaN,2.15632890719566
