t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.02933421698891,1.8112330816015,0.218847194443379,1.87180993996357
8.5,NaN,NaN,NaN,2.20836282531275
10,0.935464579266365,2.05152477663093,0.0664472927057707,NaN
20,NaN,NaN,-0.100241625896798,2.02058996047715
25,0.847695408397969,2.09195324843126,NaN,2.06386164973913
35,NaN,2.18939033129774,-0.0230784053505946,NaN
40,0.926977865239633,NaN,NaN,1.98237606735467
50,NaN,2.24759464922081,0.217778802340034,2.08024455087882
55,1.10545454024324,NaN,NaN,NaN
65,NaN,NaN,0.123803410170469,2.06259048347462
70,0.909584940339868,1.76545757978205,NaN,NaN
75,NaN,NaN,NaN,2.30088692113207
85,NaN,NaN,-0.134351551324864,NaN
90,1.05916122469233,2.06854586475968,NaN,NaN
