t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.960308369067135,2.16921061574907,-0.0696479035678119,2.12318811476333
10,0.984331031478375,1.90684439410537,NaN,1.8247699526377
15,NaN,NaN,-0.184519747924034,NaN
20,0.974020822728042,NaN,NaN,NaN
25,NaN,1.87664725070769,-0.0953022309350027,2.06332606340585
35,0.947184148242699,1.93070562942843,NaN,1.75123826989975
40,NaN,NaN,-0.0481404754174393,NaN
50,1.05975710274359,1.82541438310721,NaN,1.92385602661818
60,NaN,NaN,0.025749547344251,NaN
65,0.998812234908433,NaN,NaN,1.91675290462613
70,NaN,2.15042252626656,NaN,NaN
75,NaN,NaN,0.189048744923839,NaN
85,1.0911979134952,1.5747740327414,NaN,2.45622149418028
100,NaN,NaN,0.0175268491344232,NaN
