t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,2.6328312801797,1.93476633759149,0.123670858464248,1.28966952492645
35,NaN,NaN,NaN,22.1026140183652
45,NaN,NaN,30.5357533357943,NaN
50,34.4814402717233,NaN,NaN,NaN
70,NaN,3.04272982800013,NaN,NaN
75,NaN,NaN,NaN,18.3055201952097
90,NaN,NaN,26.081075384445,NaN
100,28.0236778507401,NaN,NaN,16.5117709708937
150,20.5755286818296,2.62258514766983,17.2822519717645,13.0962804663274
200,14.5312186587064,2.19635195927447,11.5619154020544,8.16685490215485
250,NaN,NaN,8.0941401963857,8.18944182766047
300,7.81215944426956,1.87240116816887,6.56969646221849,6.53594281461892
350,5.47934909289709,NaN,4.12552235796919,NaN
400,NaN,2.12219632539845,NaN,4.29654931345921
450,4.58446342732401,NaN,1.98246005338967,3.71073422855705
500,NaN,1.85929899266621,NaN,NaN
550,2.96456452755322,NaN,1.46498423413525,4.14302733244734
600,NaN,1.24597580310506,NaN,NaN
650,NaN,NaN,-0.090550020540702,2.92811173633667
700,2.67298025598798,NaN,NaN,NaN
750,NaN,1.44660874927896,-0.00601501405938426,NaN
800,NaN,NaN,NaN,2.70829269924592
850,1.47424801807029,NaN,NaN,NaN
900,NaN,NaN,0.0864995381580979,NaN
950,NaN,1.83928015743101,NaN,NaN
1000,2.4272515516343,1.57014748065663,NaN,NaN
1500,NaN,2.1578835330279,NaN,NaN
