t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.03696935948746,2.19820239411225,-1.20456233521485,1.56252345067293
40,37.0367074607941,4.28990930950782,NaN,NaN
45,NaN,NaN,30.374891507891,11.2392295332832
80,NaN,3.80651414422927,NaN,NaN
85,32.6282079937263,NaN,NaN,NaN
95,NaN,NaN,24.2587561144881,10.5541928882326
100,NaN,4.23443994058506,NaN,NaN
150,21.0527115046597,4.03121077563365,17.642285117362,9.40940581589935
200,15.8623788049795,3.10429946825805,12.7651555026454,8.71168426927665
250,11.8868323149586,3.1444910112893,7.80712860668575,7.91309817138673
300,9.94011800071666,3.13678562561892,NaN,7.93218878004061
350,6.77164596253007,2.86252137081375,4.56001114324777,NaN
400,NaN,NaN,4.09468435104613,7.00479301940173
450,2.22906202827568,1.99170847194069,NaN,NaN
500,1.1063557373421,2.16651057195247,1.90796640815025,4.6619186018683
600,2.30764002654402,1.56479720852836,0.0292293480635146,5.07054335067293
700,NaN,1.8132188336488,NaN,3.55781171598821
750,2.52965874512411,NaN,1.21817478241825,NaN
800,NaN,1.70020678900197,NaN,NaN
850,NaN,NaN,0.568040119844997,3.9388199640672
900,1.27652486834728,NaN,NaN,NaN
1000,NaN,NaN,NaN,1.68384462528967
