t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.0779507514594,1.94869896134215,0.0651152136258934,2.04684278036703
10,1.11420417621146,NaN,-0.00988502768664402,NaN
15,NaN,1.8801316825974,NaN,2.34638037129347
20,NaN,NaN,0.0206999593755652,NaN
25,1.01953873960569,2.08255876498331,NaN,2.19877153122768
35,NaN,NaN,0.153209871659448,NaN
40,1.10426035624431,1.99745740530208,NaN,2.39914424560787
50,NaN,NaN,-0.0197146109871554,NaN
55,0.940284625744569,1.88483381333483,NaN,1.87794996409216
65,NaN,NaN,-0.139437528988207,NaN
75,0.905072365823299,1.91454008348405,NaN,1.90361682273676
85,NaN,NaN,-0.127254039468807,NaN
95,0.959798319541035,NaN,NaN,NaN
100,NaN,2.00636723980367,NaN,2.11905582027543
