t,epo_level,SOCS3nRNA1_Obs
10,0,0.000167805696814626
10,0,0.000488434365519495
10,4.2857e-08,0.000561925093491461
10,4.2857e-08,0.000638718253737104
10,1.4286e-07,0.000109833188193038
10,1.4286e-07,0.000567974225098402
10,4.2857e-07,0.00177775468371412
10,4.2857e-07,0.00206679162060051
10,1.4286e-06,0.000836689045464788
10,1.4286e-06,0.00128564984501376
10,4.2857e-06,0.000904501690402507
10,4.2857e-06,0.000916635155074979
10,1.4286e-05,0.000533485520280204
10,1.4286e-05,0.000542720404171045
10,4.2857e-05,0.000815233183420521
10,4.2857e-05,0.000837841163705509
