t,input_il6,Compound_3_Obs
430,0.1,0.315323371660427
430,0.1,0.827348811733836
430,0.5,-2.11425124840458
430,0.5,0.77175636622254
430,1,-0.144872344367482
430,1,1.28777807286252
430,2.5,-1.11542870622433
430,2.5,0.655779046978223
430,5,-0.761997007058707
430,5,0.330690378999477
430,10,-1.9439178458662
430,10,2.00924542920081
430,25,0.119193239649198
430,25,2.45979164272841
430,50,1.13180678766138
430,50,3.12982516871268
430,100,1.68615180688612
430,100,2.02013733797291
430,500,1.04251267549996
430,500,2.01112997066826
